tweet_id,tweet,class
349948514215800832,lucidity rn is probably some med's fault...with my luck probably klonopin and not seroquel,1
350666666436345856,@Glass1ncision -nods- My zombie-ness when I first wake up in the morning is mostly from my nightly meds too (Seroquel).,1
351168851347648513,really bad RLS fron seroquel :(,1
329106631633809408,@GSXR1KBUSAKILLA but I switched to trazodone ... I was doing some crazy ish on Ambien smh not good lol,1
329136637034520576,Waiting on the Trazodone to kick in. Going shopping with Amanda Kaye & the fam tomorrow! xD,0
331289838856835072,"Okay trazodone, work your magic.",0
332166258600591361,"The 100mg tabs of trazodone my gp prescribed are too much, now that I don't take them every night. Still zombieish after an hour awake.",1
332748904128974848,its your third visit in 2 weeks for priapism and you're still taking trazodone @ERProblem,1
332907977700937731,"Tomorrow, sending Mummers her Mother's Day postcard and finally picking up my trazodone.",0
333123450254274560,@kyleecakes4 I was given like 5mg of Abilify and I still do not recall the dosage of Trazodone.,0
333773605496295424,@aDreamItsTrue things like mirtazipine&trazodone weight gain isn't too hard to mitigate.Things like valproate substantially more of an issue,1
340314017446912000,@baybeecarrot Trazodone But you might have troubles waking up in the morning. 1/2 tablet is enough for a night I could give you 10 for 10$?,1
340839013978087424,I'm so allergic to trazodone but I haven't been taking it so no one believes me :::---)))),1
341716542213468160,@Jules_Clarke banana? Hot milk? And randomly lettuce! All contain sleepy bye chems. All I have is trazodone which means dopey all day tomo,1
341950988455927808,"Stand down, tweeps! Stand down! I did it wrong (thanks to @marrije for catching it) - doc gave me trazodone, not tramodol.",0
341954740059516928,@RachaelHerron @marrije I haaaated Trazodone. Don't be afraid to ask doc for something else if side effects continue. Gave me migraines.,1
347368413880016897,@Glass1ncision for sure. I'd get no sleep at all if it wasn't for #Trazodone. :),0
348547192899923968,does trazodone actually make people feel like high omfg it makes me sleepy,1
349754241298079744,great.. I have hives up and down my legs from this gosh dang trazodone,1
353528358442778624,"@LunkenDrush I've heard of the Topamax. Right now I'm on 40 mg of Prozac , 100 mg of Trazadone and 75mg of Hydroxizine or however you spell",0
353733699600265217,Taking trazodone and literally passing out on the bathroom floor yeah that shit happens,1
341668123092598784,"@kitschmagnet I was on tysabri for 50 months. I'm in the process of going to tecfedera. It is similar, I needed to get off because of veins",1
342072317200973825,"@craigsdaughter no joke! #tysabri worked like a charm for me, til my immune system went poof. hopeful about #Tecfidera :)",1
342317381458206720,@jenchang1 I think patients who take Tysabri generally want to know if they could be at risk for PML.,0
344694341341700097,#Tysabri day today!!!all good cause of the beautiful person I share the day with!love u liz!!!,0
347777256833310720,I'm infusion Tysabri. My monthly fillup!!,0
328265863390183425,It's not even 11pm and I'm already feeling the Venlafaxine withdrawal. Stupid bitch. How hard is it to pack the bloody tablets?!,1
331163139808829442,“@M0M1N3: @kastel na G my 5HT levels are good just need a dopamine rush gonna pop me a Bupropion or a Venlafaxine. Want some yeh” LOOOL,0
331546385063239680,"@PodCulture Venlafaxine. It's basically a bureaucracy problem in this case, though; nothing to do with the scrip itself.",0
333211368578772993,I feel siiiiiiiiiiiiiiick. Damn you venlafaxine.,1
342267623758782464,"@Fatuglyew thing about venlafaxine is the withdrawals when you're late for a dose - it's like electric shocks in your brain, and they go -",1
342588614166859776,venlafaxine withdrawal is horrific,1
344489560606130176,VENLAFAXINE MORE LIKE LESSVOICESINYOURHEADAZINE AM I RIGHT GUYS?,0
347388933082066947,"@figster014 bloody zombie I also take venlafaxine thats for cronic depression bipolar is a difficult illness to deal with, both for the",1
348626882230628352,@foodnetwork bravo for dumping Dean. You won a new fan in me. No one needs her food as we can't afford the Victoza and she gets it free!,0
349390312583610369,"Dr John buse: most impressive at #2013ada Victoza+degludec= -1.9% A1c reduction ""insulin on steroids"" bit of weight loss too #dTTCOYD",0
350609842005737473,#PaulaDeen may have been paid $6 million for her endorsement of Victoza. Drug Maker Suspends Deal With Deen --http://mobile.nytimes.com/2013/06/28/dining/diabetes-drug-maker-suspends-deal-with-deen.html …,0
351439006812209153,So I ran out of Victoza before payday & restarted it yesterday. Bleh: nausea. It did help me lose @ 10 lbs. but I found 3 when I ran out.,1
341824775158652928,This night of no sleep is brought to you by Vyvanse. ,1
341922380823793665,@RayyDePotter yeaa bihh all jacked up on vyvanse!,1
341929912845873152,ugh I wish my vyvanse didn't make my stomach hurt so bad,1
341937697574756353,I wish my psych would stop fucking me and just put me on adder all vyvanse sucks dick,0
342013098854580227,I'm so irritable when my vyvanse wears off #fuckkk,1
342158424001376257,Playing league while on vyvanse is too damn stressful. Back to public I go!,1
342312023612346369,It feels like my brain is melting. 360mg of vyvanse in 24 hours... not smart danielle. not smart.,1
342359570603204608,Vyvanse is really taking its toll now #headache #anger,1
342944016616259585,@Mannypresh602 word. I've been fuckin tweakin out on vyvanse and writing hella verses,1
343001295990427648,Am I the only one that grinds the shit out of their teeth on vyvanse? #cantbetheonlyone #icouldstudyforfinalsidonthave,1
343826203888717825,Is it hot in here or is my Vyvanse just kicking in?,1
343835405096980480,@PK_Money I took a vyvanse and drank a 12oz redbull this morning. My heart was hurting a lil bit haha,1
344177078142373888,"YOUNG NIGGA JUST GAVE ME A 70MG VYVANSE, THESE THINGS CAN TWERK ME OUT THANK GOODNESS FOR MY SCRIPT OF XANAX",1
344979187943219203,"1 power point, 2 short stories, half of a small book, and an epic poem = #longnight and #vyvanse",0
345124251742904320,I haven't slept in 2 days due to #vyvanse,1
345182268547031042,I feel like wonder women when my vyvanse starts kickin in #magicpill,0
341933380109205506,TRAMPEZE showed that zoledronic acid and strontium-89 had no significant effect on clinical progression free survival. #ASCO,0
340740174638092288,@stacymadern thats the prob with Zyprexa its for ppl with Bi-Polar or Schizophrenia its really strong when you wake up your drowsy for 6 hrs,0
341897564095905793,Can you stop pacing up and down on the train and get some Zyprexa you psycho,0
347076211408769024,FDA investigating 2 deaths that occurred after patients were injected with $LLY antipsychotic Zyprexa Relprevv. $LLYhttp://mot.ly/19gqEZ8 ,0
349122017167024128,@ahmad_alaseer @Fadl_Shakker Guys! You are delusional! You should seek help! Risperdal or Zyprexa would do the job!,0
10030778,Intravenous azithromycin-induced ototoxicity.,1
10048291,"Immobilization, while Paget's bone disease was present, and perhaps enhanced activation of dihydrotachysterol by rifampicin, could have led to increased calcium-release into the circulation.",1
10048291,Unaccountable severe hypercalcemia in a patient treated for hypoparathyroidism with dihydrotachysterol.,1
10082597,METHODS: We report two cases of pseudoporphyria caused by naproxen and oxaprozin.,1
10082597,"Naproxen, the most common offender, has been associated with a dimorphic clinical pattern: a PCT-like presentation and one simulating erythropoietic protoporphyria in the pediatric population.",1
10082597,RESULTS: A 44-year-old man taking naproxen for chronic low back pain and a 20-year-old woman on oxaprozin for rheumatoid arthritis presented with tense bullae and cutaneous fragility on the face and the back of the hands.,1
10084639,BACKGROUND: How to best treat psychotic patients who have had past clozapine-induced agranulocytosis or granulocytopenia remains a problem.,1
10084639,CONCLUSION: The results suggest that olanzapine may be useful in treating patients with clozapine-induced granulocytopenia without the risk of recurrence of hematologic side effects.,1
10099659,Prolonged severe 5-fluorouracil-associated neurotoxicity in a patient with dihydropyrimidine dehydrogenase deficiency.,1
10099659,"We describe the side effects of 5-FU in a colon cancer patient who suffered severe mucositis, desquamating dermatitis, prolonged myelosuppression, and neurologic toxicity that required admission to the intensive care unit.",1
10102531,"This case suggests that BH-AC, a derivative of cytosine arabinoside (1-beta-D-arabinofuranosylcytosine) could be a cause of reversible encephalopathy syndrome.",1
10102531,"We report a case of reversible encephalopathy syndrome in a 16-year-old girl with acute myelogenous leukemia (AML), who is undergoing during consolidation chemotherapy composed of BH-AC (N4-behenoyl-1-beta-D-arabinofuranosyl cytosine) and idarubicin.",1
10190739,"In one case, the readministration of riluzole was followed by the relapse of hepatitis.",1
10190739,"We report the cases of two patients who developed acute hepatitis after taking riluzole at the recommended dose (100 mg daily) for 7 and 4 weeks, respectively.",1
10203437,Lupus-like syndrome caused by 5-aminosalicylic acid in patients with inflammatory bowel disease.,1
10225085,"Although the two local anesthetics usually do not cause methemoglobinemia, we suspect that the displacement of lidocaine from protein binding by bupivacaine, in combination with metabolic acidosis and treatment with other oxidants, was the reason for the development of methemoglobinemia.",1
10225085,Methemoglobinemia after axillary block with bupivacaine and additional injection of lidocaine in the operative field.,1
10225085,We report a patient with chronic renal failure and ischemic heart disease who developed clinically significant methemoglobinemia after an axillary block with bupivacaine and additional injection of lidocaine in the operative field.,1
10229976,Detection of activated eosinophils in nasal polyps of an aspirin-induced asthma patient.,1
10327035,An episode of subacute encephalopathy after the infusion of a moderate dose of methotrexate (1500 mg/m2) (MTX) is reported in a young adult with metastastic gastric cancer.,1
10327035,"We believe that this represents an unusual case of moderate-dose MTX-induced neurotoxicity in a patient with gastric cancer, which has not previously been reported.",1
10332990,We describe a life threatening side effect of acute epoprostenol infusion (pulmonary edema) in a patient with pulmonary hypertension associated with limited scleroderma and discuss its management and potential etiology.,1
10337682,A 14-year-old girl with newly diagnosed SLE developed a pruritic bullous eruption while on prednisone.,1
10348150,Hydroxyurea-induced acute interstitial pneumonitis in a patient with essential thrombocythemia.,1
10348150,The clinical course suggests that the interstitial pneumonitis was induced by hydroxyurea.,1
10348150,This is the first case of hydroxyurea-induced acute interstitial pneumonitis reported in the literature.,1
10357715,Allergic and irritant contact dermatitis to calcipotriol.,1
10357715,"Calcipotriol (Daivonex R; Leo Pharmaceuticals, Zurich, Switzerland) may cause irritation of the skin, whereas allergic reactions are less common.",1
10357715,"The present observation suggests, that a batch of different testing doses, including lower testing doses may help to differentiate between an allergic type of contact dermatitis and an irritant type of reaction after treatment with calcipotriol.",1
10367184,Myotonia associated with sarcoidosis: marked exacerbation with pravastatin.,1
10367184,Pravastatin is associated with myotonia in animals.,1
10367184,"This case suggests that sarcoidosis and pravastatin, two entities not frequently associated with myotonia, may interact in a synergistic manner to produce severe clinical myotonia in humans.",1
10393393,"Hypersensitivity to aspirin can be manifested as acute asthma, urticaria and/or angioedema, or a systemic anaphylactoid reaction.",1
10395123,CONCLUSION: Fixed drug eruption is associated with many drugs but this is the first such report with omeprazole.,1
10395123,Fixed drug eruption in hands caused by omeprazole.,1
10395123,The objective of this report is to describe a case of fixed drug eruption that occurred during omeprazole treatment.,1
10405480,"A 26-year-old Japanese man, who had been receiving medical attention for ulcerative colitis for one year, presented with diffuse erythema and pustules on his face and trunk, malaise, and fever up to 39 degrees C one day after the administration of salazosulfapyridine.",1
10405480,Acute generalized exanthematous pustulosis induced by salazosulfapyridine in a patient with ulcerative colitis.,1
10405480,We report a case of acute generalized exanthematous pustulosis (AGEP) induced by salazosulfapyridine in a patient with ulcerative colitis.,1
10410183,CASE SUMMARY: A 39-year-old white Jewish schizophrenic man treated with olanzapine developed an elevated serum CK concentration with a peak concentration of 4000 IU/L (normal < 230).,1
10410183,"DISCUSSION: Olanzapine, like other atypical antipsychotic drugs, may cause muscle injury with concomitant elevations of serum CK of muscle origin.",1
10410183,Marked elevation of serum creatine kinase associated with olanzapine therapy.,1
10410183,OBJECTIVE: To report a case of marked elevation of serum creatine kinase (CK) associated with olanzapine therapy.,1
10414481,Diclofenac-associated hepatitis.,1
10414481,"This patient, who had a history of osteoarthritis, had severe hepatitis 5 weeks after being started on diclofenac for increasing pain in the joints.",1
10426918,"2-CdA induces lymphocytopenia, which may explain the improvement in this patient's psoriasis.",1
10431414,One case of priapism occurred during heparin therapy for a previous surgical operation to the knee is reported.,1
10431414,Priapism as a complication of heparin therapy.,1
10431414,The association between heparin and priapism is often recognized; abnormal platelet aggregation could play a role in the pathogenesis of this side effect.,1
10435399,"It carries a well-known risk of neutropenia and agranulocytosis, which necessitates the immediate discontinuation of clozapine.",1
10435399,"OBJECTIVE: We report a patient who developed neutropenia on clozapine, but behind the cell count decrease showed to be a diurnal variation of the white blood cells (WBC).",1
10439378,Acute neutrophilic dermatosis induced by all-trans-retinoic acid treatment for acute promyelocytic leukemia.,1
10442258,Findings on discontinuation and rechallenge supported the assumption that the hair loss was a side effect of the paroxetine.,1
10442258,Hair loss associated with paroxetine treatment: a case report.,1
10442258,We report on a 37-year-old female who complained of moderate hair loss during paroxetine treatment.,1
10452772,"CONCLUSION: Patients with insulin allergy may not have complete resolution of their symptoms after standard desensitization, particularly those patients with concomitant protamine allergy.",1
10452772,"METHODS: The patient required insulin desensitization for severe urticaria, angioedema, and occasional wheezing resulting from her insulin dose.",1
10452772,"OBJECTIVE: The purpose of this study was to determine whether desensitization to NPH insulin, as well as standard insulin desensitization, could control allergic symptoms in a patient allergic to both NPH and regular insulin.",1
10452772,Patients receiving neutral protamine Hagedorn (NPH) insulin are at increased risk for the development of protamine hypersensitivity.,1
10452772,Protamine allergy as a complication of insulin hypersensitivity: A case report.,1
10452772,She continued to receive regular insulin 4 times per day over the following 3 years with only occasional hives.,1
10452772,"The patient had recurrence of urticaria and angioedema a year and a half later, at which point the NPH was stopped and she was desensitized to regular insulin.",1
10458196,A 5-month-old infant became lethargic and poorly responsive after receiving 1 drop of brimonidine in each eye.,1
10458196,An 11-day-old infant became lethargic and apneic after a single drop of brimonidine.,1
10458196,Apparent central nervous system depression in infants after the use of topical brimonidine.,1
10458196,CONCLUSIONS: Topical brimonidine may be associated with central nervous system depression in infants.,1
10458196,PURPOSE: To report two cases in which topical brimonidine resulted in apparent central nervous system depression and unresponsiveness in an infant.,1
10461415,Ceftriaxone was approved in 1997 for the treatment of otitis media despite previous studies that documented an association of ceftriaxone with elevated hepato-biliary enzymes and transient biliary stasis.,1
10461415,Hepato-biliary abnormalities secondary to ceftriaxone use: a case report.,1
10465148,Anterior lumbosacral radiculopathy after intrathecal methotrexate treatment.,1
10465148,Reported are three children who developed progressive paraparesis after intrathecal methotrexate administration followed by complete or partial recovery.,1
10466445,"During the first days of arsenic trioxide treatment a rapid decrease in the D-dimers was seen (normal values reached until day 7), together with a slight decrease in peripheral blood leukocytes.",1
10467499,"A 22-year-old black man developed fever, chills, fatigue, night sweats, tender lymphadenopathy, and a generalized, pruritic, macular eruption 3 weeks after starting minocycline therapy for acne.",1
10467499,"With the negative viral serologies, the clinical picture was most consistent with an infectious mononucleosis-like syndrome produced by the minocycline ingestion.",1
10473079,We conclude that the presence of this metabolic defect combined with topical 5-FU (a drug demonstrating a narrow therapeutic index) results in the unusual presentation of life-threatening toxicity after treatment with a topical drug.,1
10473079,We now report the first known cancer patient who developed life-threatening complications after treatment with topical 5-FU and was shown subsequently to have profound DPD deficiency.,1
10475726,An acute ischaemic event associated with the use of venlafaxine: a case report and proposed pathophysiological mechanisms.,1
10475726,The association of venlafaxine treatment with ischaemic events could be explained by its unique pharmacological and haemodynamic properties.,1
10475726,This is the first report of a possible association between an acute cardiovascular event and venlafaxine.,1
10475726,"We present a case of an elderly woman with a pre-existing history of ischaemic heart disease, who was treated with venlafaxine, and developed acute myocardial ischaemia within the first week of treatment.",1
10482872,Apparent cyclophosphamide (cytoxan) embryopathy: a distinct phenotype?,1
10482872,The purpose of this report is to document a new case of in utero CP exposure with multiple congenital anomalies and to establish an apparent CP embryopathy phenotype.,1
10482872,"The reported cases of in utero exposure to cyclosposphamide shared the following manifestations with our patient: growth deficiency, developmental delay, craniosynostosis, blepharophimosis, flat nasal bridge, abnormal ears, and distal limb defects including hypoplastic thumbs and oligodactyly.",1
10482872,"We conclude that (a) cyclophosphamide is a human teratogen, (b) a distinct phenotype exists, and (c) the safety of CP in pregnancy is in serious question.",1
10487084,"In all cases, seizures were controlled by withdrawal of phenytoin and reduction of drug levels.",1
10487084,Paradoxical seizures in phenytoin toxicity.,1
10487084,"We present three patients with paradoxical seizures; their serum phenytoin levels were 43.5 mcg/mL, 46.5 mcg/mL and 38.3 mcg/mL.",1
10492493,CONCLUSIONS: This case suggests that losartan can induce late-onset angioedema in patients with normal renal function and that the reaction can recur after initial resolution of the symptoms.,1
10492493,Losartan-induced angioedema.,1
10492493,OBJECTIVE: To report a case of angioedema associated with losartan administration.,1
10492493,"The incidence of angioedema secondary to losartan, an angiotensin II receptor antagonist, is unknown.",1
10494874,We report the case of a female acromegalic patient in whom multiple hepatic adenomas appeared soon after danazol treatment for uterine fibromatosis.,1
10510017,Heparin-induced thrombocytopenia is a rare and serious complication of anticoagulation therapy.,1
10510017,Pediatric heparin-induced thrombocytopenia: management with Danaparoid (orgaran).,1
10510017,"There remains a paucity of information pertaining to alternative anticoagulation strategies for use during cardiopulmonary bypass concomitant with heparin-induced thrombocytopenia, especially in children.",1
10510017,We report the successful treatment of heparin-induced thrombocytopenia and subsequent hemorrhagic complications postoperatively in a 2-year-old child with Danaparoid (orgaran).,1
10513720,Taxane-induced glaucoma.,1
10513720,We report a case of glaucoma induced by doxetaxel therapy for metastatic breast cancer.,1
10516999,Acute hyperphosphatemia caused by sodium phosphate enema in a patient with liver dysfunction and chronic renal failure.,1
10516999,We report a case of acute hyperphosphatemia secondary to rectal administration of sodium phosphate and sodium biphosphate (Fleet enema).,1
10524732,Prolongation of the QT interval and ventricular tachyarrhymias have been described in patients on amiodarone therapy.,1
10524732,We report a case of recurrent torsades de pointes following treatment with pentavalent antimonial drugs and amiodarone.,1
10530201,Emphasis is given to the differentiation of diphenylhydantoin induced gingival hyperplasia from the angiomatous enlargement of the gingiva before any treatment is planned.,1
10555917,"A 66-year-old Japanese woman with severe scleroderma developed anemia and thrombocytopenia due to D-penicillamine (D-Pen) treatment, although the leukopenia was not markedly severe.",1
10555917,Cessation of D-Pen and the start of corticosteroid therapy were followed by recovery from bicytopenia.,1
10555917,In vitro inhibition of hematopoiesis in a patient with systemic sclerosis treated with D-penicillamine.,1
10555917,These findings suggest that bicytopenia in this patient was caused by D-Pen and may be due to different sensitivities in the hematopoietic lineage.,1
10560960,A 48-year-old woman who was treated for thyrotoxicosis with methimazole developed agranulocytosis.,1
10566542,Postoperative hypocalcemic tetany caused by fleet phospho-soda preparation in a patient taking alendronate sodium: report of a case.,1
10566542,This case report describes a patient who was previously prescribed alendronate (Fosamax) and presented with postoperative hypophosphatemia and hypocalcemic tetany after bowel preparation with Fleet Phospho-Soda.,1
10575189,Described here are 2 patients who developed thrombotic microangiopathy of the kidneys after receiving high cumulative doses of the new anticancer drug gemcitabine.,1
10575189,Thrombotic microangiopathy with renal failure in two patients undergoing gemcitabine chemotherapy.,1
10579985,The first patient was a 61-year-old man with a 30-year history of fistulizing CD in whom B-cell non-Hodgkin's lymphoma was diagnosed 9 months after treatment with infliximab.,1
10579985,The relationship between infliximab treatment and lymphoma in Crohn's disease.,1
10579985,The second is a 29-year-old man with CD in whom nodular sclerosing Hodgkin's lymphoma was diagnosed 3 weeks after infusion with infliximab.,1
10579985,We describe the clinical course of 2 patients with Crohn's disease (CD) in whom lymphoma was diagnosed after treatment with infliximab.,1
10586009,Codeine intoxication in the neonate.,1
10586009,"We report a case of codeine intoxication in the neonate, in which the drug was prescribed for cough control during an emergency department visit.",1
10589077,Hydroxyurea (HU) and sodium phenylbutyrate (SPB) have been shown to increase fetal hemoglobin (Hb F) levels in patients with thalassemia intermedia.,1
10589077,"Of the four patients who responded to HU with an increase in total Hb, all reported symptomatic improvement and three have not required further transfusions.",1
10589077,Prolonged responses were achieved with low doses of HU (3-10 mg/kg/day) and higher doses were associated with mild reversible hematologic or hepatic toxicity and no further increases in Hb.,1
10589077,"Sodium phenylbutyrate was added to treatment with HU in two patients, but failed to produce an increase in total Hb despite increasing Hb F levels.",1
10589077,We conclude that low-dose HU therapy in patients with thalassemia intermedia may increase total Hb levels sufficiently to eliminate the need for transfusions.,1
10589077,"We describe the clinical response, as determined by increases in total Hb and decreased transfusion needs, in five patients with thalassemia intermedia treated with HU alone or in combination with SPB.",1
10592946,"A 36-y-o patient with schizophrenia, who had consumed gradually increasing quantities of oolong tea that eventually reached 15 L each day, became delirious and was admitted to a psychiatric hospital.",1
10592946,After abstinence from oolong tea his delirium resolved.,1
10592946,Severe rhabdomyolysis following massive ingestion of oolong tea: caffeine intoxication with coexisting hyponatremia.,1
10592946,"The clinical course suggests that caffeine, which is present in oolong tea, was mainly responsible for the rhabdomyolysis as well as the delirium, although severe hyponatremia has been reported to cause rhabdomyolysis on rare occasions.",1
10592946,The possibility of severe rhabdomyolysis should be considered in a patient with water intoxication due to massive ingestion of caffeine-containing beverages.,1
10592946,"We hypothesize that caffeine toxicity injured the muscle cells, which were fragile due to the potassium depletion induced by the coexisting hyponatremia, to result in unusually severe rhabdomyolysis.",1
10599932,"After the addition of citalopram, a desmethylclomipramine plasma level increase and an 8-hydroacy-desmethylclomipramine plasma level decrease were observed.",1
10607332,We report 3 cases of HIV-1 infected patients who experienced symptomatic angiolipomas shortly after starting antiretroviral therapy including the protease inhibitor indinavir.,1
10610018,Elevated serum triglycerides with clozapine resolved with risperidone in four patients.,1
10610018,In two patients clozapine was reinstated after risperidone was discontinued; serum triglyceride levels increased.,1
10610018,This increase when clozapine was switched to risperidone and vice versa is consistent with our previous report of elevated serum triglyceride levels in clozapine-treated patients.,1
10614572,Intravenous valproate associated with significant hypotension in the treatment of status epilepticus.,1
10614572,"To our knowledge, this is the first report of significant hypotension associated with intravenous valproate in the treatment of status epilepticus in the pediatric population.",1
10614572,We report a case of severe hypotension associated with intravenous valproate used to treat status epilepticus in an 11-year-old girl.,1
10619721,In both patients the rippling phenomena worsened with pyridostigmine treatment but markedly improved after immunosuppression with azathioprine.,1
10633877,A diagnosis of masked theophylline poisoning should be considered in similar situations involving a rapid decrease of insulin requirements.,1
10633877,"Salicylate intoxication was excluded, and theophylline was finally incriminated.",1
10633877,Theophylline intoxication mimicking diabetic ketoacidosis in a child.,1
10633877,"This compound, used by adults in the child's home, had caused accidental theophylline poisoning, mimicking diabetic ketoacidosis.",1
10646879,Methylene blue in the treatment and prevention of ifosfamide-induced encephalopathy: report of 12 cases and a review of the literature.,1
10646879,Ten to 15% of patients treated with ifosfamide develop an encephalopathy.,1
10646879,We conclude that MB is an effective treatment for ifosfamide-induced encephalopathy.,1
10650865,Portal vein thrombosis in a patient with severe haemophilia A and F V G1691A mutation during continuous infusion of F VIII after intramural jejunal bleeding--successful thrombolysis under heparin therapy.,1
10650865,We report on a 14-year-old boy with severe haemophilia A who developed a portal vein thrombosis during continuous infusion of F VIII.,1
10656221,A 60-year-old woman with diabetes mellitus (type 2) developed an acute icteric hepatitis-like illness 6 weeks after the initiation of gliclazide therapy.,1
10656221,Gliclazide-induced acute hepatitis.,1
10656221,"In conclusion, this case strongly suggests that gliclazide can induce acute icteric liver necro-inflammation which may be misdiagnosed clinically as acute viral hepatitis.",1
10656221,We believe that this is the first description of acute hepatitis caused by an idiosyncratic adverse reaction to gliclazide or to one of its metabolites.,1
10656221,"We describe the case of acute hepatitis induced by gliclazide, a second generation sulfonylurea.",1
10667036,"Caution is, therefore, needed to prevent undesired accumulation of TCA that may lead to protracted Cushing's syndrome.",1
10667036,Cushing's syndrome persisted more than 6 months while TCA concentrations remained detectable for at least 80 days.,1
10667036,"The presented patient was treated with 200 mg TCA and developed Cushing's syndrome 6 weeks later (cortisol and ACTH concentrations were below limits of detection, TCA concentrations were > 3 micrograms/l).",1
10679548,"Both had impaired lung function and abnormal computed tomographic scans, and their condition improved when nitrofurantoin was withdrawn and corticosteroid treatment commenced.",1
10679548,Bronchiolitis obliterans organising pneumonia associated with the use of nitrofurantoin.,1
10679548,"The case histories are presented of two patients who developed lung disease associated with the use of nitrofurantoin with histological features of bronchiolitis obliterans organising pneumonia (BOOP), a rare but recognised form of drug induced injury.",1
10679548,The favourable outcome in these two patients contrasts with the fatal outcome of the two other reported cases of nitrofurantoin induced BOOP.,1
10679548,The spectrum of nitrofurantoin lung injury continues to widen.,1
10679548,The two middle aged women presented with respiratory symptoms after prolonged treatment with nitrofurantoin.,1
10679548,"We suggest that the previous classification of nitrofurantoin induced lung injury into ""acute"" and ""chronic"" injury is an oversimplification in view of the wide variety of pathological entities that have subsequently emerged.",1
10682234,Intravenous administration of levodopa ameliorated a refractory akathisia case induced by interferon-alpha.,1
10682234,The present report illustrates a rare case of refractory akathisia after interferon-alpha treatment and also that levodopa treatment would be theoretically and practically useful in reducing the neurotoxicity associated with interferon-alpha.,1
1068531,Acute erythroid leukemia after cyclophosphamide therapy for multiple myeloma: report of two cases.,1
1068531,The development of erythroid leukemia plus carcinoma in these two men suggests mutagenic change secondary to cyclophosphamide therapy.,1
10688731,"Scleroderma-like reaction induced by uracil-tegafur (UFT), a second-generation anticancer agent.",1
10688731,This is the first report of UFT-induced scleroderma-like reaction.,1
10688731,We report a case of a scleroderma-like reaction induced by long-term administration of UFT.,1
10698143,Central nervous system manifestations of an ibuprofen overdose reversed by naloxone.,1
10698143,"Ibuprofen overdose is usually characterized by GI upset, dizziness, and mild sedation.",1
10698143,"Presently, treatment of acute ibuprofen intoxication with complications requires supportive therapy until the symptoms resolve over 24 to 48 hours.",1
10698143,We report the case of an 11-month-old female infant with a depressed level of consciousness after ingestion of ibuprofen whose mental status markedly improved with administration of naloxone.,1
10707759,Flecainide-associated pneumonitis with acute respiratory failure in a patient with the LEOPARD syndrome.,1
10707759,"Flecainide is a rare cause of hypersensitivity pneumonitis, and few cases have been reported.",1
10707759,"We describe a case of interstitial hypoxaemiant pneumonitis probably related to flecainide in a patient with the LEOPARD syndrome, a rare congenital disorder.",1
10717401,Sagittal sinus thrombosis associated with transient free protein S deficiency after L-asparaginase treatment: case report and review of the literature.,1
10717401,We report the case of an adult patient with acute lymphoblastic leukemia who presented with repeated transient ischemic attacks followed by a seizure during consolidation treatment with L-asparaginase.,1
10723699,We report on a young adolescent with benign intracranial hypertension which we attribute to the use of minocycline for acne.,1
10728450,We report 2 patients who developed polyarteritis nodosa following vaccination against hepatitis B.,1
10732843,"In this case, it was suspected that a combination of cigarette smoking, pulmonary fibrosis, and low-dose methotrexate therapy might have promoted the development of lung cancer.",1
10745478,This case report illustrates the use of continuous high-dose intracoronary nitroglycerin infusion through a 6 French coronary guiding catheter in the treatment of a patient with cocaine-induced refractory coronary vasospasm.,1
10749332,"However, as illustrated by these and other cases reported to date, the onset of troglitazone-induced liver injury is insidious and temporally variable.",1
10749332,It remains to be seen whether the hepatotoxicity associated with troglitazone is a drug-class effect or specific to troglitazone.,1
10749332,Other thiazolidinediones currently in clinical trials may be able to provide the therapeutic benefits of troglitazone without significant hepatotoxicity.,1
10749332,The three reported cases demonstrate that troglitazone is an idiosyncratic hepatotoxin that can lead to irreversible liver injury.,1
10749332,Troglitazone-induced fulminant hepatic failure.,1
10752888,Nitrofurantoin-induced lung disease: two cases demonstrating resolution of apparently irreversible CT abnormalities.,1
10752888,"We present two cases of nitrofurantoin-induced pulmonary toxicity in which the initial HRCT showed a widespread reticular pattern and associated distortion of the lung parenchyma, thought to represent established fibrosis.",1
10755579,Fluoxetine-related death in a child with cytochrome P-450 2D6 genetic deficiency.,1
10755579,The medical examiner's report indicated death caused by fluoxetine toxicity.,1
10755579,This is the first report of a fluoxetine-related death in a child with a confirmed genetic polymorphism of the CYP2D6 gene that results in impaired drug metabolism.,1
10759907,"A 50-year-old woman with a history of migraine without aura, predominantly occurring around her menstrual periods, developed a spinal cord lesion following the use of zolmitriptan.",1
10759907,Spinal cord infarction during use of zolmitriptan: a case report.,1
10759907,The temporal relationship suggests that the spinal cord infarction may be related to the use of zolmitriptan.,1
10772434,CASE SUMMARY: A 10-year-old white girl with bilateral optic glioma developed a hypersensitivity reaction to carboplatin after nine courses.,1
10772434,This regimen could prove useful for other patients who develop hypersensitivity reactions to carboplatin and allow therapy to continue.,1
10774758,Perinatal vasoconstrictive renal insufficiency associated with maternal nimesulide use.,1
10774758,This is the first report of an adverse effect of fetal renal circulation by maternal ingestion of nimesulide.,1
10779995,"Although the t-AML developed following oral etoposide therapy, the child had previously received high-dose, multiagent chemotherapy, and rearrangement of the MLL gene was not demonstrated.",1
